=== supervisor: starting worker (restart 0/20) at 2026-08-03T12:38:01Z
{
	"scope": "sample",
	"manifest": "/Users/Flo/GitHub/palette/research/v3/data/oracle-ladder/manifest.json",
	"prompt": "group-a.v1/B",
	"prompt_hash": "c46f055e873fe7a0b9b569b1fd1444a194d3803ff11196e4f71441b7d07e6fc4",
	"artworks": 400,
	"images": 1800,
	"already_done": 0,
	"queued": 1800,
	"poisoned_over_attempt_cap": 0,
	"queued_by_long_edge_bin": {
		"0-160": 452,
		"161-240": 15,
		"241-340": 474,
		"341-440": 60,
		"441-560": 270,
		"561-680": 238,
		"681-900": 242,
		"901-1400": 25,
		"1401+": 24
	},
	"largest_queued_px": 3000,
	"resolution_policy": "native",
	"out": "../../data/oracle-ladder/ladder-codec-control-1.jsonl",
	"constrained_decoding": true
}
loading mlx-community/Qwen3-VL-30B-A3B-Instruct-6bit @ f31102655767 ...
 Fetching 18 files:   0%|          | 0/18 [00:00<?, ?it/s] Fetching 18 files: 100%|██████████| 18/18 [00:00<00:00, 5266.29it/s]
model loaded in 4.4s
canary baseline set: {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[444/1800] 8fb08da5b669 332px ok 2.1s (2.6s/item avg, ~59 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[445/1800] a2a0e2c51bc9 700px ok 3.0s (2.6s/item avg, ~59 min left) {'ground_type': 'multiple_distinct_fields', 'shading_geometry': 'not_applicable', 'field_texture': 'distinct_areas', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[446/1800] dcd6b254205f 332px ok 2.1s (2.6s/item avg, ~59 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[447/1800] 34824231fd2c 147px ok 1.9s (2.6s/item avg, ~59 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[448/1800] 2eef445a1846 482px ok 2.5s (2.6s/item avg, ~59 min left) {'ground_type': 'full_scene', 'shading_geometry': 'not_applicable', 'field_texture': 'one_textured_material', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[449/1800] 85c31a52a86f 147px ok 2.1s (2.6s/item avg, ~59 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'one_textured_material', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[450/1800] 4023fbec1f24 333px ok 2.1s (2.6s/item avg, ~59 min left) {'ground_type': 'multiple_distinct_fields', 'shading_geometry': 'not_applicable', 'field_texture': 'distinct_areas', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[451/1800] 7f8688ad0434 332px ok 2.1s (2.6s/item avg, ~59 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[452/1800] c40760e8d37b 483px ok 2.6s (2.6s/item avg, ~59 min left) {'ground_type': 'pattern_or_texture', 'shading_geometry': 'not_applicable', 'field_texture': 'one_textured_material', 'enclosure': 'thick_frame_or_bars', 'confidence': 'high', 'ambiguity_note': ''}
[453/1800] 69b253a10904 640px ok 2.7s (2.6s/item avg, ~59 min left) {'ground_type': 'pattern_or_texture', 'shading_geometry': 'not_applicable', 'field_texture': 'one_textured_material', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[454/1800] f42864ed49f7 700px ok 2.8s (2.6s/item avg, ~59 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[455/1800] 0d8aac2e49fa 147px ok 2.0s (2.6s/item avg, ~59 min left) {'ground_type': 'shaded_field', 'shading_geometry': 'radial_or_vignette', 'field_texture': 'one_textured_material', 'enclosure': 'thin_border', 'confidence': 'high', 'ambiguity_note': ''}
[456/1800] 43f72e231192 332px ok 2.0s (2.6s/item avg, ~58 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[457/1800] d37067c46e2d 368px ok 2.2s (2.6s/item avg, ~58 min left) {'ground_type': 'multiple_distinct_fields', 'shading_geometry': 'not_applicable', 'field_texture': 'distinct_areas', 'enclosure': 'thin_border', 'confidence': 'high', 'ambiguity_note': ''}
[458/1800] bcf968c83115 333px ok 2.4s (2.6s/item avg, ~58 min left) {'ground_type': 'shaded_field', 'shading_geometry': 'radial_or_vignette', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[459/1800] dbfffd58b224 253px ok 2.0s (2.6s/item avg, ~58 min left) {'ground_type': 'full_scene', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[460/1800] 8b49d97dccd9 1440px ok 7.6s (2.6s/item avg, ~58 min left) {'ground_type': 'pattern_or_texture', 'shading_geometry': 'not_applicable', 'field_texture': 'distinct_areas', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[461/1800] 1466ad8906e8 333px ok 2.1s (2.6s/item avg, ~58 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[462/1800] 1c73b3ebefa1 640px ok 2.7s (2.6s/item avg, ~58 min left) {'ground_type': 'full_scene', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[463/1800] 4e1818d741e1 483px ok 2.4s (2.6s/item avg, ~58 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[464/1800] 625469555439 332px ok 2.0s (2.6s/item avg, ~58 min left) {'ground_type': 'full_scene', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[465/1800] d39a1d638f61 483px ok 2.5s (2.6s/item avg, ~58 min left) {'ground_type': 'pattern_or_texture', 'shading_geometry': 'not_applicable', 'field_texture': 'one_textured_material', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[466/1800] 9aa497922a1d 333px ok 2.0s (2.6s/item avg, ~58 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[467/1800] 158a1915ee79 700px ok 2.9s (2.6s/item avg, ~58 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[468/1800] 2ab00e5fcb74 368px ok 2.1s (2.6s/item avg, ~58 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'thin_border', 'confidence': 'high', 'ambiguity_note': ''}
[469/1800] 8cca6ad26b00 482px ok 2.3s (2.6s/item avg, ~58 min left) {'ground_type': 'full_scene', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[470/1800] b985b4688dc1 700px ok 2.9s (2.6s/item avg, ~58 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[471/1800] 8a68065903e9 482px ok 2.5s (2.6s/item avg, ~58 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'thick_frame_or_bars', 'confidence': 'high', 'ambiguity_note': ''}
[472/1800] 9dcba009d18e 147px ok 2.1s (2.6s/item avg, ~58 min left) {'ground_type': 'shaded_field', 'shading_geometry': 'radial_or_vignette', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[473/1800] 2cfc003addf1 700px ok 3.0s (2.6s/item avg, ~58 min left) {'ground_type': 'shaded_field', 'shading_geometry': 'radial_or_vignette', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[474/1800] 41ad4095d032 147px ok 2.0s (2.6s/item avg, ~58 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[475/1800] 5788818544b3 332px ok 2.0s (2.6s/item avg, ~58 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[476/1800] 0a7519374d68 640px ok 2.7s (2.6s/item avg, ~58 min left) {'ground_type': 'full_scene', 'shading_geometry': 'not_applicable', 'field_texture': 'one_textured_material', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[477/1800] 94c63c5fdd70 332px ok 2.2s (2.6s/item avg, ~58 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'one_textured_material', 'enclosure': 'thick_frame_or_bars', 'confidence': 'high', 'ambiguity_note': ''}
[478/1800] ef5ae551f012 700px ok 3.1s (2.6s/item avg, ~58 min left) {'ground_type': 'multiple_distinct_fields', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'thick_frame_or_bars', 'confidence': 'high', 'ambiguity_note': ''}
[479/1800] 701588c7a009 640px ok 2.7s (2.6s/item avg, ~57 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[480/1800] 3530fe30e288 640px ok 2.8s (2.6s/item avg, ~57 min left) {'ground_type': 'shaded_field', 'shading_geometry': 'radial_or_vignette', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[481/1800] ad12509ae1f3 700px ok 3.0s (2.6s/item avg, ~57 min left) {'ground_type': 'shaded_field', 'shading_geometry': 'radial_or_vignette', 'field_texture': 'one_textured_material', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[482/1800] 64644d3910da 147px ok 2.1s (2.6s/item avg, ~57 min left) {'ground_type': 'full_scene', 'shading_geometry': 'not_applicable', 'field_texture': 'one_textured_material', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[483/1800] 33c71bf3167a 333px ok 2.0s (2.6s/item avg, ~57 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[484/1800] 3c8a7ed0cccb 333px ok 2.1s (2.6s/item avg, ~57 min left) {'ground_type': 'multiple_distinct_fields', 'shading_geometry': 'not_applicable', 'field_texture': 'one_textured_material', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[485/1800] 6c54d6f683dd 147px ok 2.0s (2.6s/item avg, ~57 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[486/1800] 40fc5c79e778 147px ok 1.9s (2.6s/item avg, ~57 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[487/1800] b5cefa1644ae 333px ok 2.1s (2.6s/item avg, ~57 min left) {'ground_type': 'full_scene', 'shading_geometry': 'not_applicable', 'field_texture': 'one_textured_material', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[488/1800] 547ff641f6c3 147px ok 2.1s (2.6s/item avg, ~57 min left) {'ground_type': 'shaded_field', 'shading_geometry': 'radial_or_vignette', 'field_texture': 'smooth', 'enclosure': 'thin_border', 'confidence': 'high', 'ambiguity_note': ''}
[489/1800] 2a4ea1d0de4b 640px ok 3.1s (2.6s/item avg, ~57 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'one_textured_material', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[490/1800] c63f94d6acdf 147px ok 2.1s (2.6s/item avg, ~57 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[491/1800] d5c5ca3c64fd 147px ok 2.1s (2.6s/item avg, ~57 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[492/1800] 568111bd9e34 333px ok 2.3s (2.6s/item avg, ~57 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'one_textured_material', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[493/1800] c795dacbc3bc 147px ok 2.1s (2.6s/item avg, ~57 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'one_textured_material', 'enclosure': 'thin_border', 'confidence': 'high', 'ambiguity_note': ''}
[494/1800] f9b41cf998fb 700px ok 3.1s (2.6s/item avg, ~57 min left) {'ground_type': 'shaded_field', 'shading_geometry': 'radial_or_vignette', 'field_texture': 'one_textured_material', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[495/1800] 133cc45381e0 333px ok 2.2s (2.6s/item avg, ~57 min left) {'ground_type': 'shaded_field', 'shading_geometry': 'radial_or_vignette', 'field_texture': 'one_textured_material', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[496/1800] 3f9ecb4a1097 253px ok 2.0s (2.6s/item avg, ~57 min left) {'ground_type': 'multiple_distinct_fields', 'shading_geometry': 'not_applicable', 'field_texture': 'distinct_areas', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[497/1800] a2a0e2c51bc9 482px ok 2.4s (2.6s/item avg, ~56 min left) {'ground_type': 'multiple_distinct_fields', 'shading_geometry': 'not_applicable', 'field_texture': 'distinct_areas', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[498/1800] c0a2a4133e5b 332px ok 2.0s (2.6s/item avg, ~56 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[499/1800] 2a89f5b9de8e 147px ok 2.1s (2.6s/item avg, ~56 min left) {'ground_type': 'shaded_field', 'shading_geometry': 'radial_or_vignette', 'field_texture': 'one_textured_material', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[500/1800] bd639210cfc7 318px ok 2.1s (2.6s/item avg, ~56 min left) {'ground_type': 'shaded_field', 'shading_geometry': 'radial_or_vignette', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[501/1800] d3ebf9909969 147px ok 2.1s (2.6s/item avg, ~56 min left) {'ground_type': 'pattern_or_texture', 'shading_geometry': 'not_applicable', 'field_texture': 'one_textured_material', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[502/1800] 31a2865223ad 482px ok 2.5s (2.6s/item avg, ~56 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'thick_frame_or_bars', 'confidence': 'high', 'ambiguity_note': ''}
[503/1800] c795dacbc3bc 333px ok 2.3s (2.6s/item avg, ~56 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'one_textured_material', 'enclosure': 'thin_border', 'confidence': 'high', 'ambiguity_note': ''}
[504/1800] 747587e92f4e 640px ok 3.1s (2.6s/item avg, ~56 min left) {'ground_type': 'shaded_field', 'shading_geometry': 'radial_or_vignette', 'field_texture': 'smooth', 'enclosure': 'thin_border', 'confidence': 'high', 'ambiguity_note': ''}
[505/1800] 75efdc8312cc 333px ok 2.5s (2.6s/item avg, ~56 min left) {'ground_type': 'shaded_field', 'shading_geometry': 'radial_or_vignette', 'field_texture': 'one_textured_material', 'enclosure': 'thick_frame_or_bars', 'confidence': 'high', 'ambiguity_note': ''}
[506/1800] 4023fbec1f24 482px ok 2.5s (2.6s/item avg, ~56 min left) {'ground_type': 'multiple_distinct_fields', 'shading_geometry': 'not_applicable', 'field_texture': 'distinct_areas', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[507/1800] 383dbb474478 700px ok 3.0s (2.6s/item avg, ~56 min left) {'ground_type': 'full_scene', 'shading_geometry': 'not_applicable', 'field_texture': 'one_textured_material', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[508/1800] 2f6755220463 333px ok 2.0s (2.6s/item avg, ~56 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[509/1800] b24ad50dce60 483px ok 2.3s (2.6s/item avg, ~56 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[510/1800] a377aeb35c90 147px ok 2.1s (2.6s/item avg, ~56 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'thick_frame_or_bars', 'confidence': 'high', 'ambiguity_note': ''}
[511/1800] ecd147cfb04d 350px ok 2.1s (2.6s/item avg, ~56 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[512/1800] ec586e7d8bfe 147px ok 2.1s (2.6s/item avg, ~56 min left) {'ground_type': 'shaded_field', 'shading_geometry': 'radial_or_vignette', 'field_texture': 'one_textured_material', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[513/1800] fb1dffe79440 1440px ok 7.7s (2.6s/item avg, ~56 min left) {'ground_type': 'full_scene', 'shading_geometry': 'not_applicable', 'field_texture': 'one_textured_material', 'enclosure': 'thick_frame_or_bars', 'confidence': 'high', 'ambiguity_note': ''}
[514/1800] f0d8719de8e7 483px ok 2.3s (2.6s/item avg, ~56 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[515/1800] fa99d6a7af11 700px ok 2.9s (2.6s/item avg, ~56 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[516/1800] 81caae4301b7 147px ok 2.0s (2.6s/item avg, ~56 min left) {'ground_type': 'pattern_or_texture', 'shading_geometry': 'not_applicable', 'field_texture': 'one_textured_material', 'enclosure': 'thin_border', 'confidence': 'high', 'ambiguity_note': ''}
[517/1800] fda547c58900 332px ok 2.1s (2.6s/item avg, ~56 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[518/1800] abdd2df04922 700px ok 2.9s (2.6s/item avg, ~56 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[519/1800] 27eb5db4122f 147px ok 2.0s (2.6s/item avg, ~56 min left) {'ground_type': 'full_scene', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[520/1800] e64715abc934 300px ok 2.0s (2.6s/item avg, ~56 min left) {'ground_type': 'flat_field', 'shading_geometry': 'not_applicable', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[521/1800] d30c6fcca26f 332px ok 2.1s (2.6s/item avg, ~55 min left) {'ground_type': 'full_scene', 'shading_geometry': 'not_applicable', 'field_texture': 'one_textured_material', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[522/1800] ebea42d97d6c 332px ok 2.2s (2.6s/item avg, ~55 min left) {'ground_type': 'shaded_field', 'shading_geometry': 'radial_or_vignette', 'field_texture': 'one_textured_material', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[523/1800] 967eabe51cbe 333px ok 2.2s (2.6s/item avg, ~55 min left) {'ground_type': 'shaded_field', 'shading_geometry': 'radial_or_vignette', 'field_texture': 'one_textured_material', 'enclosure': 'thin_border', 'confidence': 'high', 'ambiguity_note': ''}
[524/1800] 3e7e55bd2a64 483px ok 2.4s (2.6s/item avg, ~55 min left) {'ground_type': 'shaded_field', 'shading_geometry': 'radial_or_vignette', 'field_texture': 'smooth', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
[525/1800] ad12509ae1f3 147px ok 2.0s (2.6s/item avg, ~55 min left) {'ground_type': 'full_scene', 'shading_geometry': 'not_applicable', 'field_texture': 'one_textured_material', 'enclosure': 'none', 'confidence': 'high', 'ambiguity_note': ''}
